rateContent,appendComment_content
东西收到，因为着急使用，买家发的顺丰?非常满意。 安装方便简单。,
这个是第二个了  帮朋友买的  很好,
很好，上面只要有的都能用，语音反应速度还行，很满意的,不错，很好，很值，
东西挺好！功能强大！特赞！！！,
宝贝收到，包装完好，店家耐心服务周到，推荐给朋友也准备入手。,
此宝贝真心不错,我已装好，使用一下，很好！
期待好久了，终于没让我失望，宝贝功能太强大了，是我想要的一款，老板服务态度好，快递给力    五分好评,
的确挺不错的   在楼上能随时监控    在线实时导航也很实用   信号特别好,
相当不错，期待效果！,
很满意，功能也齐全，反应也很灵敏，前摄像头很清晰，后摄像头晚上不清楚，希望能改进,
很好，喜欢可以插卡听歌，还可以聊天呢？发的顺丰很快，也好安装很好,
非常完美，用了好长时间才来评价,真的买的太值了，完美
自己装的，效果很好,
回来按车上了，这次小长假出去旅游体验了一下。功能强大。导航精准。摄影头清晰。总之物超所值！,
差评，客服交流不畅，问题交代不清，机子反应有时错乱，功能不强，语音迟钝，根本值不了七八百。,
质量好，系统反应速度快，功能齐全，挺好的一个产品,
店家很好，东西很好用，漂亮,
不错，是我想要的那种行车记录仪,
用了几天，很好，前摄像头像素清晰，就是后摄像头晚上有点花，别的都好，这就有点忙好多功能都没有弄明白，好评,
后视镜很好，很漂亮，很智能，摄像头很清晰,用了一段什间了，导航非常准，语音灵敏度高，装上高大上了很多
东西很好！物流快！服务态度很好！好评！,用特意用了好几天才来追评的！语音控制很准！指定店安装已很完美！清晰度已还不错！总得完美！
因为货不对板，不带夜视有说带夜视，视象头也不是高清，所做的广告告是欺骗客户,不好，我要退货
先好评！还没装，以后追加,
15天内买家未作出评价,一般吧
记录仪全方面，真的很不错，包括语音识别！真的很棒！售后语气也特别好！真心谢谢了！我很认可！,
刚收到宝贝，看起来挺不错的，还没有安装，等装好了在来评论,
货收到后还不会操作，店家耐心解答谢谢支持。,
宝贝收到跟店家描术的一样一样，服务太度也很好。朋友们放心购买。功能很多只有电子狗有点不会其它都还可以。,
屏幕大功能强大，语音功能挺好还能跟它聊天,
第二次购买了，帮朋友买的，很好用店家服务态度很好！,全五星高清
导航相当好用，记录仪相当顺畅，语音控制功能相当方便，远程监控功能相当实用。太喜欢了。,各项功能都相当好用，运行速度也非常流畅，大爱
此用户没有填写评论!,用起来非常不错
还没安装，等安装完毕后再来评价，目前测试还可以，反应还可以。,
高大上屏幕超级大  看起来很舒服  功能也很强大,功能很强大的 没话说
产品很好，和网上讲的一样，很好用照片效果以不错，各位车主放心买吧。,
没想到到的怎么快，高兴，不会影响我们出行了，看着就上档次，明天就去安装上,上图，还有好多小礼物?
我现在知道那么多好评是怎么出来的了，都是刷出来的，用了半个多月了才来说实话，机器发热，热到烫手，卡顿，时好时坏，都不知道你们那么多好评说的是实话吗？,
非常好！速度快！,
宝贝真的很好，物美价廉，实用，图像清晰，值得拥有，,
宝贝特别好用  客服也特别体贴 有问必答。用了两天  功能特别强大 ，就是有点发热，客服说没事！继续使用中！好评！好评！好评！,
看似很大气,装好了很上档次，反应很快，导航给力没毛病。
前几天收到货了，一直在忙，还没怎么用，东西感觉很不错，功能很强大。客服服务非常到位，目前很满意，过段时间再追评！,
物色了很多，也很久，最后买了这款。使用了两周多，感觉太满意了！功能很齐全！都是我最需要的！,
挺不错的,
和网上看到一样很好！,很好用，值得此价格。缺点就是说活语音不太灵敏，要反复几次才行！
用了几天了，不错。好评,产品一般，售后态度垃圾至极，就问了个简单问题，没完没了。
今天收到就安装上了，东西很好！使用后再来评价！！,东西很不错，和描述的一致！！只是有时候速度不是那么快！！值得拥有！！
给爸爸买的，他很满意，说好用，全频的功能齐全，不用手说就行了。,
已收到，才安装好，效果很清楚,
满意，非常满意，价格便宜，功能齐全，性价比非常之高，值得拥有,
买三台了，好评！,
装好了，安装师傅很不错，很认真，东西一天用下来，也很不错。,目前用下来很不错，接下来希望它同样带给我惊喜。
车道辅助不能用，每次开机还要点一下,
一般般，勉强，夜视效果不太好。,
发货快，质量好，功能可真多啊，我还没琢磨明白呢，慢慢琢磨~不错好评！,
和卖家描述的一样不错希望能用久一点,很清楚比我之前的好的多  用用看看以后什么样  还会继续光顾的
和店家说的一样，反应很快很满意,
正在使用，暂时使用正常，功能多多的！,
东西收到了非常不错一次愉快的购物,
东西不错功能挺多的挺好的,
东西非常好用 功能强大 真的不错?,
功能很强大，很人性化，前录像很清晰，后录像差点，可能太阳膜的原因，总之还不错,特意用了很长一段时间，才来评论，客服很耐心
很不错的一次购物，卖家态度也很好，卖家授权的安装点服务态度 以及熟练的安装方式都满意。,
非常好用。  非常适合。  按装后试机后再评,还行吧。有些功能还有尝试着
是着还行，非常好用太好了下次再买一个，服务态度也很好。,
15天内买家未作出评价,机子老爱熄屏，不知道怎么回事，前段时间好好的
15天内买家未作出评价,无良卖家，大家注意了，第一台机子，语音播报不完整，吃字，卖家说把内存卡拔出来再试试，是不是内存卡的事，拿掉内存卡还是这样，沟通后同意给我换机子，我也多次跟卖家说了，一定给我换个新的机子来，几天后机子来了，当时发现摄像头有两处磨损一处严重图三，我联系卖家，反正就是各种理由我感觉不影响使用就算了，安装上后语音还是看样子，我录制视频给卖家看也是各种借口说不是自己机子的问题，这还没完，偶然看别人评论，看到机子接口处有防拆卸标签，一看我机子上没有，又仔细检查，发现螺丝有被拆卸过的痕迹，又想到刚收到货时机子摄像头有磨损，那这机子肯定是返修机，立马联系卖家，，刚开始说防拆卸标签是厂家忘记贴了，太**搞笑了还忘贴了？出厂主要的就是这东西厂家能犯这么低级的错误？那螺丝有拆卸痕迹摄像头磨损也是出厂就这样的？又说是我自己撕掉的，反正就是死不承认自己的问题，找淘宝客服才同意第二次给我换机子，发来的机子有标签但是屏幕很多划痕，不是店里的试验机就是自己车拆下来的！现在点前摄像自动退回双摄像界面，电子狗报不准，现在个个方面包括倒车时出现画面太卡反应迟钝，问题一箩筐，这机子不联系大家买非要买可以换一家这家太黑，别上当
还未装好，装好先说,
与描述相符合，操作很方便，运行也很流畅！老板服务态度好，有问必答,回来就按装上了，非常实用，定位很准确，功能也很齐全，物超所值
